"Familia.APGIV","Familia","NombreActual","Authors","NombreMemoria","CODIGO","CodigoPBDY_18","FormaPBDY_2018","Forma_2015","NumRec_2018","MinYear_2018","MaxYear_2018","UserNotes2018","gbif_accepted_scientific_name","gbif_accepted_taxon_id","taxon_code"
"Rutaceae","Rutaceae","Zanthoxylum sp. D","","Zanthoxylum sp. D","ZANT_D","","","T?",4,2002,2002,"","Zanthoxylum",3190076,"ZANT_D-Zanthoxylum sp. D"
"Rutaceae","Rutaceae","Zanthoxylum sp. E","","Zanthoxylum sp. E","ZANT_E","","","T?",2,2002,2004,"","Zanthoxylum",3190076,"ZANT_E-Zanthoxylum sp. E"
"Sabiaceae","Sabiaceae","Meliosma 'doly'","","Meliosma 'doly'","MELIDO","MELIDO","T","TC",130,2002,2017,"","Meliosma",3033959,"MELIDO-Meliosma 'doly'"
"Sabiaceae","Sabiaceae","Meliosma vasquezii","A.H. Gentry","Meliosma vasquezii","MELIVA","MELIVA","M","TM",2,2011,2011,"","Meliosma vasquezii",3838328,"MELIVA-Meliosma vasquezii"
"Sabiaceae","Sabiaceae","Ophiocaryon heterophyllum","(Benth.) Urb.","Ophiocaryon heterophyllum","OPHIHE","OPHIHE","U","TU",31,2002,2015,"","Ophiocaryon heterophyllum",3838457,"OPHIHE-Ophiocaryon heterophyllum"
"Salicaceae","Flacourtiaceae","Casearia arborea","(Rich.) Urb.","Casearia 'a-tomen'","CAS1AT","CASEAE","T","TC",319,2000,2016,"","Casearia arborea",5331149,"CAS1AT-CASEAE-Casearia 'a-tomen'"
"Salicaceae","Flacourtiaceae","Casearia 'argut'","","Casearia 'argut'","CAS1AR","CASEAR","U","TU",57,2004,2014,"","Casearia",2874105,"CAS1AR-CASEAR-Casearia 'argut'"
"Salicaceae","Flacourtiaceae","Casearia bracteifera","Sagot","Casearia bracteifera","CAS1BR","CASEBR","M","TM",5,2003,2004,"","Casearia combaymensis",7723868,"CAS1BR-CASEBR-Casearia bracteifera"
"Salicaceae","Flacourtiaceae","Casearia javitensis","Kunth","Casearia javitensis","CAS1JA","CASEJA","M","TM",551,2000,2018,"","Piparea multiflora",3878690,"CAS1JA-CASEJA-Casearia javitensis"
"Salicaceae","Flacourtiaceae","Casearia nigricans","Sleumer","Casearia nigricans","CAS1NI","CASENI","S","SL",33,2002,2015,"","Casearia nigricans",7526781,"CAS1NI-CASENI-Casearia nigricans"
"Salicaceae","Flacourtiaceae","Casearia pitumba","Sleumer","Casearia pitumba","CAS1PI","CASEPI","S","SL",6,2000,2002,"","Casearia pitumba",7499281,"CAS1PI-CASEPI-Casearia pitumba"
"Salicaceae","Flacourtiaceae","Casearia 'prunicerob'","","Casearia 'prunicerob'","CAS1P1","CASEPR","S","SL",74,2000,2018,"","Casearia",2874105,"CAS1P1-CASEPR-Casearia 'prunicerob'"
"Salicaceae","Flacourtiaceae","Casearia prunifolia","Kunth","Casearia prunifolia","CAS1P2","CASEPF","S","SL",149,2000,2017,"","Casearia prunifolia",7423546,"CAS1P2-CASEPF-Casearia prunifolia"
"Salicaceae","Flacourtiaceae","Casearia 'sylvepub'","","Casearia 'sylvepub'","CAS1S1","CASESP","M","TM",39,2000,2017,"","Casearia",2874105,"CAS1S1-CASESP-Casearia 'sylvepub'"
"Salicaceae","Flacourtiaceae","Hasseltia floribunda","Kunth","Hasseltia floribunda","HASSFL","HASSFL","M","TM",631,2000,2018,"","Hasseltia floribunda",7760145,"HASSFL-Hasseltia floribunda"
"Salicaceae","Flacourtiaceae","Lunania parviflora","Spruce ex Benth.","Lunania parviflora","LUNAPA","LUNAPA","U","TU",305,2000,2013,"","Lunania parviflora",3879038,"LUNAPA-Lunania parviflora"
"Salicaceae","Flacourtiaceae","Ryania speciosa","Vahl","Ryania speciosa","RYANSP","RYANSP","U","TU",1,2007,2007,"","Ryania speciosa",7342747,"RYANSP-Ryania speciosa"
"Salicaceae","Flacourtiaceae","Tetrathylacium macrophyllum","Poepp. in Poepp. & Endl.","Tetrathylacium macrophyllum","TET4MA","TETTMA","U V","TU",371,2000,2018,"","Tetrathylacium macrophyllum",7274105,"TET4MA-TETTMA-Tetrathylacium macrophyllum"
"Santalaceae","Santalaceae","Acanthosyris annonagustata","C. Ulloa & P. Jørg.","Acanthosyris annonagustata","ACANAN","ACANAN","M","TM",1,2008,2008,"","Acanthosyris annonagustata",3789565,"ACANAN-Acanthosyris annonagustata"
"Santalaceae","Loranthaceae","Phoradendron cf. crassifolium","(Pohl ex DC.) Eichler","Loranthaceae sp. AA","LOR_AA","","","EP",646,2000,2018,"","Phoradendron crassifolium",7772421,"LOR_AA-Loranthaceae sp. AA"
"Sapindaceae","Sapindaceae","Allophylus amazonicus","(Mart.) Radlk.","Allophylus 'arcorden'","ALLOAR","ALLOAM","M","TM",214,2000,2017,"","Allophylus amazonicus",7265045,"ALLOAR-ALLOAM-Allophylus 'arcorden'"
"Sapindaceae","Sapindaceae","Allophylus divaricatus","Radlk.","Allophylus 'scabrid'","ALLOSC","ALLOSC","M","TM",94,2003,2017,"","Allophylus divaricatus",7264975,"ALLOSC-Allophylus 'scabrid'"
"Sapindaceae","Sapindaceae","Allophylus 'glabra'","","Allophylus 'glabra'","ALLOGL","ALLOGL","M","TM",1235,2000,2017,"Allphylus 'glabra' used in plot lists of 2014-2018.  Allophylus cf. punctatus  (Poepp.) Radlk. Used in plot lists of 2009-2010.","Allophylus",3189992,"ALLOGL-Allophylus 'glabra'"
"Sapindaceae","Sapindaceae","Allophylus pilosus","(J.F. Macbr.) A.H. Gentry","Allophylus pilosus","ALLOPI","ALLOPI","U","TU",84,2000,2009,"","Allophylus pilosus",5577089,"ALLOPI-Allophylus pilosus"
"Sapindaceae","Sapindaceae","Cupania cinerea","Poepp.","Cupania cinerea","CUPACI","CUPACI","T","TC",8,2013,2017,"","Cupania cinerea",3785984,"CUPACI-Cupania cinerea"
"Sapindaceae","Sapindaceae","Cupania livida","(Radlk.) Croat","Cupania livida","CUPALI","CUPALI","T","TC",138,2000,2017,"","Cupania livida",3785240,"CUPALI-Cupania livida"
"Sapindaceae","Sapindaceae","Matayba 'ocho'","","Matayba 'ocho'","MATA8","MATAOC","T","TC",12,2002,2007,"","Matayba",3190011,"MATA8-MATAOC-Matayba 'ocho'"
"Sapindaceae","Sapindaceae","Melicocus novogranatensis","Acev.-Rodr.","Talisia 'novogranatensis'","TALINO","MELCNG","M","TM",175,2000,2017,"","Melicoccus novogranatensis",3788341,"TALINO-MELCNG-Talisia 'novogranatensis'"
"Sapindaceae","Sapindaceae","Paullinia alsmithii","J.F. Macbr.","Paullinia sp. Z","PAUL_Z","","","CW",1,2012,2012,"","Paullinia alsmithii",3785522,"PAUL_Z-Paullinia sp. Z"
"Sapindaceae","Sapindaceae","Paullinia bilobulata","Radlk.","Paullinia sp. B","PAUL_B","","","CW",140,2000,2014,"Adult voucher awaiting ID confirmation.","Paullinia bilobulata",3785287,"PAUL_B-Paullinia sp. B"
"Sapindaceae","Sapindaceae","Paullinia 'canal' cf","","Paullinia 'canal' cf","PAULCA","","","CW",46,2013,2017,"Adult voucher awaiting ID.","Paullinia",3189948,"PAULCA-Paullinia 'canal' cf"
"Sapindaceae","Sapindaceae","Paullinia 'delgado'","","Paullinia 'delgado'","PAULDE","","","CW",10,2013,2013,"Adult voucher awaiting ID.","Paullinia",3189948,"PAULDE-Paullinia 'delgado'"
"Sapindaceae","Sapindaceae","Paullinia eriocarpa","Triana & Planch.","Paullinia bracteosa","PAULB1","","","CW",447,2001,2017,"","Paullinia eriocarpa",7264749,"PAULB1-Paullinia bracteosa"
"Sapindaceae","Sapindaceae","Paullinia cf. faginea","(Triana & Planch.) Radlk. ","Paullinia sp. S","PAUL_S","","","CW",30,2000,2013,"Scans of sterile adult voucher awaiting ID confirmation.","Paullinia faginea",3784576,"PAUL_S-Paullinia sp. S"
"Sapindaceae","Sapindaceae","Paullinia 'falso-alsmithii'","","Paullinia sp. M","PAUL_M","","","CW",27,2001,2010,"Scans of adult voucher awaiting ID.","Paullinia",3189948,"PAUL_M-Paullinia sp. M"
"Sapindaceae","Sapindaceae","Paullinia fissistipula","J.F. Macbr.","Paullinia sp. E","PAUL_E","","","CW",14,2003,2004,"Adult voucher awaiting ID confirmation.","Paullinia fissistipula",3784478,"PAUL_E-Paullinia sp. E"
"Sapindaceae","Sapindaceae","Paullinia hispida","Jacq.","Paullinia sp. D","PAUL_D","","","CW",58,2003,2017,"Adult voucher awaiting ID confirmation.","Paullinia hispida",7898345,"PAUL_D-Paullinia sp. D"
"Sapindaceae","Sapindaceae","Paullinia microneura","Cuatrec.","Paullinia microneura","PAULMI","","","CW",31,2004,2010,"Possibly equal PAULCA.  No adult voucher of PAULMI available.","Paullinia microneura",3788401,"PAULMI-Paullinia microneura"
"Sapindaceae","Sapindaceae","Paullinia pachycarpa","Benth.","Paullinia pachycarpa","PAULPA","","","CW",964,2000,2018,"","Paullinia pachycarpa",3788116,"PAULPA-Paullinia pachycarpa"
"Sapindaceae","Sapindaceae","Paullinia 'pseudoalsmithii'","","Paullinia 'pseudoalsmithii'","PAULPS","","","CW",2,2016,2018,"Adult voucher awaiting ID.","Paullinia",3189948,"PAULPS-Paullinia 'pseudoalsmithii'"
"Sapindaceae","Sapindaceae","Paullinia reticulata","Radlk.","Paullinia reticulata (sp. G)","PAULRE","","","CW",367,2000,2018,"Adult voucher awaiting ID confirmation.","Paullinia reticulata",3787866,"PAULRE-Paullinia reticulata (sp. G)"
"Sapindaceae","Sapindaceae","Paullinia rufescens","Rich. ex Juss.","Paullinia rufescens","PAULRU","","","CW",25,2000,2014,"","Paullinia rufescens",3787753,"PAULRU-Paullinia rufescens"
"Sapindaceae","Sapindaceae","Paullinia simulans","J.F. Macbr.","Paullinia simulans","PAULSI","","","CW",45,2004,2018,"","Paullinia simulans",3787608,"PAULSI-Paullinia simulans"
"Sapindaceae","Sapindaceae","Paullinia sp. 4709","","(unknown SSP4709)","U4709","","","-",3,2004,2004,"","Paullinia",3189948,"U4709-(unknown SSP4709)"
"Sapindaceae","Sapindaceae","Paullinia sp. H","","Paullinia sp. H","PAUL_H","","","CW",78,2001,2016,"","Paullinia",3189948,"PAUL_H-Paullinia sp. H"
"Sapindaceae","Sapindaceae","Paullinia sp. R","","Paullinia sp. R","PAUL_R","","","CW",299,2000,2016,"Adult voucher awaiting ID.","Paullinia",3189948,"PAUL_R-Paullinia sp. R"
"Sapindaceae","Sapindaceae","Paullinia sp. T","","Paullinia sp. T","PAUL_T","","","CW",380,2002,2012,"","Paullinia",3189948,"PAUL_T-Paullinia sp. T"
"Sapindaceae","Sapindaceae","Paullinia sp. U","","Paullinia sp. U","PAUL_U","","","CW",61,2003,2017,"","Paullinia",3189948,"PAUL_U-Paullinia sp. U"
"Sapindaceae","Sapindaceae","Paullinia sp. V","","Paullinia sp. V","PAUL_V","","","CW",4,2000,2000,"","Paullinia",3189948,"PAUL_V-Paullinia sp. V"
"Sapindaceae","Sapindaceae","Paullinia sprucei","J.F. Macbr.","Paullinia spucei","PAULSP","","","CW",5,2016,2016,"Scans of adult voucher awaiting ID confirmation.","Paullinia sprucei",3787501,"PAULSP-Paullinia spucei"
"Sapindaceae","Sapindaceae","Paullinia tricornis","Radlk.","Paullinia tricornis","PAULTR","","","CW",116,2000,2016,"","Paullinia tricornis",3787216,"PAULTR-Paullinia tricornis"
"Sapindaceae","Sapindaceae","Serjania sp. C","","Serjania sp. C","SERJ_C","","","CW",596,2000,2018,"Adult voucher awaiting ID.","Serjania",5421120,"SERJ_C-Serjania sp. C"
"Sapindaceae","Sapindaceae","Serjania sp. E","","Serjania sp. E","SERJ_E","","","CW",81,2000,2011,"","Serjania",5421120,"SERJ_E-Serjania sp. E"
"Sapindaceae","Sapindaceae","Serjania cf. circumvallata","Radlk.","Serjania sp. F","SERJ_F","","","CW",245,2000,2016,"","Serjania circumvallata",5577883,"SERJ_F-Serjania sp. F"
"Sapindaceae","Sapindaceae","Serjania sp. T","","Serjania sp. T","SERJ_T","","","CW",3,2004,2008,"","Serjania",5421120,"SERJ_T-Serjania sp. T"
"Sapindaceae","Sapindaceae","Talisia cerasina","(Benth.) Radlk.","Talisia cerasina","TALICE","TALICE","M","M",1,2017,2017,"","Talisia cerasina",3788434,"TALICE-Talisia cerasina"
"Sapindaceae","Sapindaceae","Thinouia cf. myriantha","Triana & Planch.","Thinouia sp. F","THIN_F","","","CW",430,2000,2017,"","Thinouia myriantha",3787794,"THIN_F-Thinouia sp. F"
"Sapindaceae","Sapindaceae","Thinouia cf. obliqua","Radlk.","Thinouia sp. H","THIN_H","","","CW",41,2004,2017,"Adult voucher awaiting ID confirmation.","Thinouia obliqua",3787785,"THIN_H-Thinouia sp. H"
"Sapindaceae","Sapindaceae","Thinouia sp. J","","Thinouia sp. J","THIN_J","","","CW",1,2010,2010,"","Thinouia",7264997,"THIN_J-Thinouia sp. J"
"Sapotaceae","Sapotaceae","Chrysophyllum amazonicum","","Chrysophyllum 'lucent'","CHR2LU","CHRYAM","T","TC",3,2005,2009,"","Chrysophyllum amazonicum",2885635,"CHR2LU-CHRYAM-Chrysophyllum 'lucent'"
"Sapotaceae","Sapotaceae","Chrysophyllum argenteum","Jacq.","Chrysophyllum argenteum","CHR2AR","CHRYAR","S","SL",104,2000,2016,"Chrysophyllum argenteum in plot lists 2014-2018. Two subspecies are common in region. In older plot lists identified as C. argenteum subsp. auratum (Miq.) T.D. Penn.","Chrysophyllum argenteum",2885742,"CHR2AR-CHRYAR-Chrysophyllum argenteum"
"Sapotaceae","Sapotaceae","Chrysophyllum cuneifolium","(Rudge) A. DC.","Chrysophyllum colombianum","CHR2CO","CHRYCU","M","TM",118,2001,2013,"","Chrysophyllum cuneifolium",2885711,"CHR2CO-CHRYCU-Chrysophyllum colombianum"
"Sapotaceae","Sapotaceae","Chrysophyllum manaosense","(Aubrév.) T.D. Penn.","Chrysophyllum 'vero'","CHR2V2","CHRYMA","T","TC",30,2006,2017,"","Chrysophyllum manaosense",2885648,"CHR2V2-CHRYMA-Chrysophyllum 'vero'"
"Sapotaceae","Sapotaceae","Chrysophyllum 'minor'","","Chrysophyllum 'minor'","CHR2MI","CHRYMI","T","TC",24,2001,2005,"","Chrysophyllum",2885576,"CHR2MI-CHRYMI-Chrysophyllum 'minor'"
"Sapotaceae","Sapotaceae","Chrysophyllum ovale","Rusby","Chrysophyllum 'baeo'","CHR2BA","CHRYOV","T","TC",8,2004,2008,"","Chrysophyllum ovale",2885929,"CHR2BA-CHRYOV-Chrysophyllum 'baeo'"
"Sapotaceae","Sapotaceae","Chrysophyllum venezuelanense","(Pierre) T.D. Penn.","Chrysophyllum venezuelanense","CHR2V1","CHRYVE","T","TC",21,2002,2017,"","Chrysophyllum venezuelanense",2885671,"CHR2V1-CHRYVE-Chrysophyllum venezuelanense"
"Sapotaceae","Sapotaceae","Elaeoluma glabrescens","(Mart. & Eichler) Aubrév.","Elaeoluma glabrescens","ELA2GL","ELAEGL","T","TC",2,2009,2009,"","Elaeoluma glabrescens",2886343,"ELA2GL-ELAEGL-Elaeoluma glabrescens"
"Sapotaceae","Sapotaceae","Micropholis brochidodroma","T.D. Penn.","Micropholis 'mini'","MICRMI","MICRBR","T","TC",414,2000,2017,"","Micropholis brochidodroma",5333921,"MICRMI-MICRBR-Micropholis 'mini'"
"Sapotaceae","Sapotaceae","Micropholis egensis","(A. DC.) Pierre","Micropholis melinoniana","MICRME","MICREG","M","TM",408,2001,2017,"","Micropholis egensis",5333916,"MICRME-MICREG-Micropholis melinoniana"
"Sapotaceae","Sapotaceae","Micropholis guyanensis ","(A. DC.) Pierre","Micropholis guyanensis","MICRGU","MICRDU","T","TC",456,2000,2018,"M. guyanensis in plot lists 2014-2018.   M. guyanensis subsp. duckeana (Baehni) T.D. Penn.) in plot list of. 2009. subsp. guyanensis  and subsp. duckeana in region.","Micropholis guyanensis",5333948,"MICRGU-MICRDU-Micropholis guyanensis"
"Sapotaceae","Sapotaceae","Micropholis venulosa","(Mart. & Eichler) Pierre","Micropholis venulosa","MICRVE","MICRVE","T","TC",5,2001,2004,"","Micropholis venulosa",5333937,"MICRVE-Micropholis venulosa"
"Sapotaceae","Sapotaceae","Pouteria 'angostaloopy'","","Pouteria 'angostaloopy'","POUTA5","POUTAP","T","TC",7,2015,2016,"","Pouteria",2884049,"POUTA5-POUTAP-Pouteria 'angostaloopy'"
"Sapotaceae","Sapotaceae","Pouteria baehniana","Monach.","Pouteria baehniana","POUTBA","POUTBA","M","TM",1,2006,2006,"","Pouteria baehniana",2884661,"POUTBA-Pouteria baehniana"
"Sapotaceae","Sapotaceae","Pouteria bilocularis","(H.J.P. Winkl.) Baehni","Pouteria 'falsacraselip'","POUTFA","POUTBI","U V","TU",81,2006,2016,"","Pouteria bilocularis",2884964,"POUTFA-POUTBI-Pouteria 'falsacraselip'"
"Sapotaceae","Sapotaceae","Pouteria cuspidata","(A. DC.) Baehni","Micropholis 'carlos'","MICRCA","POUTRB","T","TC",55,2000,2013,"The plot lists of 2014-2018 use Pouteria cuspidata (POUTRB) without subspecies.  P. cuspidata subsp. robusta (Mart. & Eichler) T.D. Penn. and P. cuspidata subsp. dura (Eyma) T.D. Penn. occur region and possibly on the plot. Our records are from one tree near trap 155.  The plot code of POUTRB suggests that this is subspecies robusta. ","Pouteria cuspidata",2884675,"MICRCA-POUTRB-Micropholis 'carlos'"
"Sapotaceae","Sapotaceae","Pouteria durlandii","(Standl.) Baehni","Pouteria 'ancharoja'","POUTA3","POUTDU","T","TC",61,2000,2016,"The plot lists of 2014-2018 include both subspecies of Pouteria durlandi as POUTDU. Two subspecies were recognized in the plot list of 2009. Our records are mainly from a single tree at trap 98 that was identified as subsp. durlandii.","Pouteria durlandii",2884848,"POUTA3-POUTDU-Pouteria 'ancharoja'"
"Sapotaceae","Sapotaceae","Pouteria glomerata","(Miq.) Radlk.","Pouteria 'platafina'","POUTP2","POUTGM","M","TM",37,2007,2012,"","Pouteria glomerata",2884079,"POUTP2-POUTGM-Pouteria 'platafina'"
"Sapotaceae","Sapotaceae","Pouteria gracilis","T.D. Penn.","Pouteria 'dullmed'","POUTDU","POUTGR","T","TC",37,2000,2010,"","Pouteria gracilis",2884662,"POUTDU-POUTGR-Pouteria 'dullmed'"
"Sapotaceae","Sapotaceae","Pouteria hispida","Eyma","Pouteria  'angostacili'","POUTA4","POUTAC","T","TC",2,2012,2014,"","Pouteria guianensis",2884510,"POUTA4-POUTAC-Pouteria  'angostacili'"
"Sapotaceae","Sapotaceae","Pouteria krukovii","(A.C. Sm.) Baehni","Pouteria krukovii","POUTKR","POUTKR","T","TC",8,2001,2001,"","Pouteria krukovii",2884893,"POUTKR-Pouteria krukovii"
"Sapotaceae","Sapotaceae","Pouteria 'peciolote'","","Pouteria 'peciolote'","POUTP1","POUTPE","S","SL",1,2009,2009,"","Pouteria",2884049,"POUTP1-POUTPE-Pouteria 'peciolote'"
"Sapotaceae","Sapotaceae","Pouteria platyphylla","(A.C. Sm.) Baehni","Pouteria platyphylla","POUTP3","POUTPL","M","TM",12,2010,2016,"","Pouteria platyphylla",2884374,"POUTP3-POUTPL-Pouteria platyphylla"
"Sapotaceae","Sapotaceae","Pouteria procera","(Mart.) K. Hammer","Pouteria procera","POUTP4","POUTPR","T","TC",12,2000,2011,"","Pouteria procera",2884909,"POUTP4-POUTPR-Pouteria procera"
"Sapotaceae","Sapotaceae","Pouteria 'redondita'","","Pouteria 'redondita'","POUTRE","POUTRD","T","TC",198,2000,2016,"","Pouteria",2884049,"POUTRE-POUTRD-Pouteria 'redondita'"
"Sapotaceae","Sapotaceae","Pouteria rostrata","(Huber) Baehni","Pouteria rostrata","POUTRO","POUTRO","T","TC",291,2000,2016,"","Pouteria rostrata",2884141,"POUTRO-Pouteria rostrata"
"Sapotaceae","Sapotaceae","Pouteria 'smedobov'","","Pouteria 'smedobov'","POUTSM","POUTSM","E","TE",1,2016,2016,"","Pouteria",2884049,"POUTSM-Pouteria 'smedobov'"
"Sapotaceae","Sapotaceae","Pouteria sp. V","","Pouteria sp. V","POUT_V","","","T?",1,2005,2005,"","Pouteria",2884049,"POUT_V-Pouteria sp. V"
"Sapotaceae","Sapotaceae","Pouteria sp. Y","","Pouteria sp. Y","POUT_Y","","","T?",4,2002,2016,"","Pouteria",2884049,"POUT_Y-Pouteria sp. Y"
"Sapotaceae","Sapotaceae","Pouteria torta subsp. glabra","T.D. Penn.","Pouteria 'tortagrande'","POUTT3","POUTTU","U","TU",3,2004,2016,"Two subspecies of Pouteria torta (Mart.) Radlk. are included as POUTU in plot lists 2014-2018. The two subspecies are recognized in in the plot list of 2009 and plot book (2014).  As our field team notes that the fruit and leaves are very different we distinguish the subspecies in our study.","Pouteria guianensis",2884510,"POUTT3-POUTTU-Pouteria 'tortagrande'"
"Sapotaceae","Sapotaceae","Pouteria torta subsp. tuberculata","(Sleumer) T.D. Penn.","Pouteria 'tuberculata'","POUTT6","POUTTU","U","TM",38,2000,2016,"Two subspecies of Pouteria torta (Mart.) Radlk. are included as POUTU in plot lists 2014-2018. The two subspecies are recognized in in the plot list of 2009 and plot book (2014).  As our field team notes that the fruit and leaves are very different we distinguish the subspecies in our study.","Pouteria torta tuberculata",2884813,"POUTT6-POUTTU-Pouteria 'tuberculata'"
"Sapotaceae","Sapotaceae","Pouteria 'tortachica'","","Pouteria 'tortachica'","POUTT1","POUTTO","M","TM",5,2007,2016,"","Pouteria",2884049,"POUTT1-POUTTO-Pouteria 'tortachica'"
"Sapotaceae","Sapotaceae","Pouteria 'tortachicorden'","","Pouteria 'tortachicorden'","POUTT2","POUTTC","T","TC",6,2000,2011,"","Pouteria",2884049,"POUTT2-POUTTC-Pouteria 'tortachicorden'"
"Sapotaceae","Sapotaceae","Pouteria vernicosa","T.D. Penn.","Pouteria vernicosa","POUTVE","POUTVE","T","TC",226,2002,2017,"","Pouteria vernicosa",2884494,"POUTVE-Pouteria vernicosa"
"Sapotaceae","Sapotaceae","Sarcaulus brasiliensis","A. DC.) Eyma","Sarcaulus 'smed'","SARCSM","SARCBR","T","TC",22,2008,2018,"All records are from trap 185. The corresponding card voucher is from tree 450347 near trap 185. This tree is now identified as Elaeoluma glabrescens (Mart. & Eichler) Aubrév. (ELA2GL).  We need to confim whether there is also a SARCSM tree near 195.","Sarcaulus brasiliensis",2886233,"SARCSM-SARCBR-Sarcaulus 'smed'"
"Sapotaceae","Sapotaceae","Sarcaulus 'romolerouxii'","","Sarcaulus 'romolerouxii'","SARCRO","SARCRO","S","SL",6,2001,2008,"","Sarcaulus",2886224,"SARCRO-Sarcaulus 'romolerouxii'"
"Sapotaceae","Sapotaceae","Sarcaulus vestitus","(Baehni) T.D. Penn.","Sarcaulus vestitus","SARCVE","SARCVE","S","SL",9,2003,2009,"","Sarcaulus vestitus",2886227,"SARCVE-Sarcaulus vestitus"
"Schlegeliaceae","Bignoniaceae","Schlegelia 'spruceana'","","Schlegelia spruceana","SCHLSP","","","HL",455,2000,2016,"Identified to genus by the fruits. No adult vouchers are yet available for comparison. This was originally identifed as Schlegelia spruceana Bureau & K. Schum.  Because that is a Guyanan shield species it is unlikely to be the correct identification.  Seeds of this species are very tiny. Garwood suspects they were possibly mixed with tiny seeds of Philodendron or other species.","Schlegelia",3172466,"SCHLSP-Schlegelia spruceana"
"Schoepfiaceae","Olacaceae","Schoepfia  lucida","Pulle","Agonandra 'trespromin'","AGONTR","SCHPLU","M","TM",2,2011,2011,"","Schoepfia lucida",3685474,"AGONTR-SCHPLU-Agonandra 'trespromin'"
"Simaroubaceae","Simaroubaceae","Simaba paraensis","Ducke","Simaba paraensis","SIM1PA","SIMAPA","T","TC",17,2004,2016,"","Homalolepis paraensis",9438218,"SIM1PA-SIMAPA-Simaba paraensis"
"Simaroubaceae","Simaroubaceae","Simaba polyphylla","(Cavalcante) W.W. Thomas","Simaba polyphylla","SIM1PO","SIMAPO","T","TC",68,2000,2016,"","Simaba polyphylla",3709105,"SIM1PO-SIMAPO-Simaba polyphylla"
"Simaroubaceae","Simaroubaceae","Simarouba amara","Aubl.","Simarouba amara","SIM2AM","SIMRAM","E","TE",40,2014,2018,"","Simarouba amara",7720664,"SIM2AM-SIMRAM-Simarouba amara"
"Siparunaceae","Monimiaceae","Siparuna 'bigll3¡'","","Siparuna 'bigll3¡'","SIPABI","SIPABI","S","SL",917,2000,2018,"","Siparuna",7264484,"SIPABI-Siparuna 'bigll3¡'"
"Siparunaceae","Monimiaceae","Siparuna cervicornis","Perkins","Siparuna cervicornis","SIPACE","SIPACE","S","SU",4,2000,2015,"","Siparuna cervicornis",3782391,"SIPACE-Siparuna cervicornis"
