"Genus","SpeciesName","Mnemonic","Family","Authority","Idlevel","Species","gbif_accepted_scientific_name","gbif_accepted_taxon_id","taxon_code"
"Ixora","killipii","IXORKI","Rubiaceae","Standl.","species","Ixora killipii","Ixora killipii",2905346,"IXORKI-Ixora killipii"
"Ixora","panurensis","IXORPA","Rubiaceae","M ll. Arg.","species","Ixora panurensis","Ixora panurensis",2906015,"IXORPA-Ixora panurensis"
"Ixora","yavitensis","IXORYA","Rubiaceae","Steyerm.","species","Ixora yavitensis","Ixora yavitensis",2905864,"IXORYA-Ixora yavitensis"
"Jacaranda","copaia","JACACO","Bignoniaceae","(Aubl.) D. Don","species","Jacaranda copaia","Jacaranda copaia",7298763,"JACACO-Jacaranda copaia"
"Jacaranda","glabra","JACAGL","Bignoniaceae","(A. DC.) Bureau & K. Schum.","species","Jacaranda glabra","Jacaranda glabra",4094115,"JACAGL-Jacaranda glabra"
"Jacaratia","digitata","JACTDI","Caricaceae","(Poepp. & Engl.) Solms","species","Jacaratia digitata","Jacaratia digitata",3838792,"JACTDI-Jacaratia digitata"
"Justicia","sanchezioides","JUSTSA","Acanthaceae","Leonard","species","Justicia sanchezioides","Justicia sanchezioides",3769279,"JUSTSA-Justicia sanchezioides"
"Klarobelia","napoensis","KLARNA","Annonaceae","Chatrou","species","Klarobelia napoensis","Klarobelia napoensis",3157886,"KLARNA-Klarobelia napoensis"
"Kutchubaea","semisericea","KOTCSE","Rubiaceae","Ducke","species","Kutchubaea semisericea","Kutchubaea semisericea",2893791,"KOTCSE-Kutchubaea semisericea"
"Lacistema","aggregatum","LACIAG","Lacistematacea","(P.J. Bergius) Rusby","species","Lacistema aggregatum","Lacistema aggregatum",3075397,"LACIAG-Lacistema aggregatum"
"Lacistema","nena","LACINE","Lacistematacea","J.F. Macbr.","species","Lacistema nena","Lacistema nena",3075394,"LACINE-Lacistema nena"
"Lacmellea","lactescens","LACMLA","Apocynaceae","(Kuhlm.) Markgr.","species","Lacmellea lactescens","Lacmellea edulis",3618040,"LACMLA-Lacmellea lactescens"
"Lacmellea","oblongata","LACMOB","Apocynaceae","Markgr.","species","Lacmellea oblongata","Lacmellea oblongata",3617848,"LACMOB-Lacmellea oblongata"
"Lacunaria","jenmanii","LACUJE","Ochnaceae","(Oliv.) Ducke","species","Lacunaria jenmanii","Lacunaria jenmanii",7939053,"LACUJE-Lacunaria jenmanii"
"Laetia","procera","LAETPR","Salicaceae","(Poepp.) Eichler","species","Laetia procera","Casearia bicolor",5331156,"LAETPR-Laetia procera"
"Laxoplumeria","tessmannii","LAXOTE","Apocynaceae","Markgr.","species","Laxoplumeria tessmannii","Laxoplumeria tessmannii",3615153,"LAXOTE-Laxoplumeria tessmannii"
"Leandra","aristigera","LEANAR","Melastomataceae","(Naudin) Cogn.","species","Leandra aristigera","Miconia aristigera",10866841,"LEANAR-Leandra aristigera"
"Leandra","chaetodon","LEANCH","Melastomataceae","(DC.) Cogn.","species","Leandra chaetodon","Miconia chaetodonta",10804497,"LEANCH-Leandra chaetodon"
"Leandra","longicoma","LEANLO","Melastomataceae","Cogn.","species","Leandra longicoma","Miconia longicoma",10847496,"LEANLO-Leandra longicoma"
"Lecointea","peruviana","LECOPE","Fabaceae","Standl. ex J.F. Macbr.","species","Lecointea peruviana","Lecointea peruviana",2965105,"LECOPE-Lecointea peruviana"
"Leonia","crassa","LEONCR","Violaceae","L.B. Sm. & A. Fern ndez","species","Leonia crassa","Leonia crassa",5664263,"LEONCR-Leonia crassa"
"Leonia","glycycarpa","LEONGL","Violaceae","Ruiz & Pav.","species","Leonia glycycarpa","Leonia glycycarpa",7296446,"LEONGL-Leonia glycycarpa"
"Leonia","occidentalis","LEONOC","Violaceae","Cuatrec. ex L.B. Sm. & A. Fern ndez","species","Leonia occidentalis","Leonia occidentalis",7565511,"LEONOC-Leonia occidentalis"
"Licania","arborea","LICAAR","Chrysobalanaceae","Seem.","species","Licania arborea","Microdesmia arborea",10248926,"LICAAR-Licania arborea"
"Licania","brittoniana","LICABR","Chrysobalanaceae","Fritsch","species","Licania brittoniana","Moquilea brittoniana",9832761,"LICABR-Licania brittoniana"
"Licania","caudata","LICACA","Chrysobalanaceae","Prance","species","Licania caudata","Hymenopus caudatus",9988535,"LICACA-Licania caudata"
"Licania","harlingii","LICAHA","Chrysobalanaceae","Prance","species","Licania harlingii","Licania harlingii",2985470,"LICAHA-Licania harlingii"
"Licania","longipedicellat","LICALG","Chrysobalanaceae","Ducke","species","Licania longipedicellat","Moquilea longipedicellata",10226841,"LICALG-Licania longipedicellat"
"Licania","longistyla","LICALO","Chrysobalanaceae","(Hook. f.) Fritsch","species","Licania longistyla","Licania longistyla",7914955,"LICALO-Licania longistyla"
"Licania","macrocarpa","LICAMA","Chrysobalanaceae","Cuatrec.","species","Licania macrocarpa","Moquilea magnifructa",10684093,"LICAMA-Licania macrocarpa"
"Licania","reticulata","LICARE","Chrysobalanaceae","Prance","species","Licania reticulata","Hymenopus reticulatus",9931046,"LICARE-Licania reticulata"
"Licania","urceolaris","LICAUR","Chrysobalanaceae","Hook. f.","species","Licania urceolaris","Licania urceolaris",2985481,"LICAUR-Licania urceolaris"
"Licaria","cannella","LICRCA","Lauraceae","(Meisn.) Kosterm.","species","Licaria cannella","Licaria canella",7304725,"LICRCA-Licaria cannella"
"Licaria","guianensis","LICRGU","Lauraceae","Aubl.","species","Licaria guianensis","Licaria guianensis",4182465,"LICRGU-Licaria guianensis"
"Lindackeria","paludosa","LINDPA","Achariaceae","(Benth.) Gilg","species","Lindackeria paludosa","Lindackeria paludosa",3879608,"LINDPA-Lindackeria paludosa"
"Lonchocarpus","seorsus","LONCSE","Fabaceae","(J.F.Macbr.) M. Sousa ex D.A. Neill, Kl","species","Lonchocarpus seorsus","Lonchocarpus seorsus",3907967,"LONCSE-Lonchocarpus seorsus"
"Loreya","klugii","LOREKL","Melastomataceae","S.S. Renner","species","Loreya klugii","Bellucia klugii",5938550,"LOREKL-Loreya klugii"
"Loreya","spruceana","LORESP","Melastomataceae","Benth. ex Triana","species","Loreya spruceana","Bellucia spruceana",3866466,"LORESP-Loreya spruceana"
"Lozania","klugii","LOZAKL","Lacistemataceae","(Mansf.) Mansf.","species","Lozania klugii","Lozania klugii",3075435,"LOZAKL-Lozania klugii"
"Lunania","parviflora","LUNAPA","Salicaceae","Spruce ex Benth.","species","Lunania parviflora","Lunania parviflora",3879038,"LUNAPA-Lunania parviflora"
"Machaerium","aristulatum","MACHAR","Fabaceae","(Spruce ex Benth.) Ducke","species","Machaerium aristulatum","Machaerium aristulatum",5355151,"MACHAR-Machaerium aristulatum"
"Macrocnemum","roseum","MACNRO","Rubiaceae","(Ruiz & Pav.) Wedd.","species","Macrocnemum roseum","Macrocnemum roseum",2895641,"MACNRO-Macrocnemum roseum"
"Macrolobium","angustifolium","MACRAN","Fabaceae","(Benth.) R.S. Cowan","species","Macrolobium angustifolium","Macrolobium angustifolium",2948867,"MACRAN-Macrolobium angustifolium"
"Macrolobium","archeri","MACRAR","Fabaceae","R.S. Cowan","species","Macrolobium archeri","Macrolobium archeri",2948900,"MACRAR-Macrolobium archeri"
"Macrolobium","colombianum","MACRCO","Fabaceae","(Britton & Killip) Killip ex L. Uribe","species","Macrolobium colombianum","Macrolobium colombianum",7933627,"MACRCO-Macrolobium colombianum"
"Macrolobium","stenocladum","MACRST","Fabaceae","Harms","species","Macrolobium stenocladum","Macrolobium stenocladum",2948810,"MACRST-Macrolobium stenocladum"
"Magnolia","equatorialis","TALAOV","Magnoliaceae","A. V zquez","species","Magnolia equatorialis","Magnolia equatorialis",9058332,"TALAOV-Magnolia equatorialis"
"Magnolia","rimachii","TALATY","Magnoliaceae","(Lozano) Govaerts","species","Magnolia rimachii","Magnolia rimachii",3153132,"TALATY-Magnolia rimachii"
"Maquira","calophylla","MAQUCA","Moraceae","(Poepp. & Endl.) C.C. Berg","species","Maquira calophylla","Maquira calophylla",3763735,"MAQUCA-Maquira calophylla"
"Maquira","guianensis","MAQUGU","Moraceae","Aubl.","species","Maquira guianensis","Maquira guianensis",3763686,"MAQUGU-Maquira guianensis"
"Margaritaria","nobilis","MARGNO","Phyllanthaceae","L. f.","species","Margaritaria nobilis","Margaritaria nobilis",5383279,"MARGNO-Margaritaria nobilis"
"Margaritopsis","boliviana","MARTBO","Rubiaceae","(Standl.) C.M. Taylor","species","Margaritopsis boliviana","Eumachia boliviana",9327956,"MARTBO-Margaritopsis boliviana"
"Marmaroxylon","basijugum","MARMBA","Fabaceae","(Ducke) L. Rico","species","Marmaroxylon basijugum","Zygia basijuga",5580511,"MARMBA-Marmaroxylon basijugum"
"Matisia","bracteolosa","MATIBR","Malvaceae","Ducke","species","Matisia bracteolosa","Matisia bracteolosa",4073984,"MATIBR-Matisia bracteolosa"
"Matisia","cordata","MATICO","Malvaceae","Bonpl.","species","Matisia cordata","Matisia cordata",4073924,"MATICO-Matisia cordata"
"Matisia","huallagensis","MATILO","Malvaceae","Cuatrec","species","Matisia huallagensis","Matisia huallagensis",4073800,"MATILO-Matisia huallagensis"
"Matisia","malacocalyx","MATIMA","Malvaceae","(Robyns & Nilsson) Alverson","species","Matisia malacocalyx","Matisia malacocalyx",4073678,"MATIMA-Matisia malacocalyx"
"Matisia","obliquifolia","MATIOQ","Malvaceae","Standl.","species","Matisia obliquifolia","Matisia obliquifolia",4073657,"MATIOQ-Matisia obliquifolia"
"Matisia","oblongifolia","MATIOB","Malvaceae","Poepp. & Endl.","species","Matisia oblongifolia","Matisia oblongifolia",4073648,"MATIOB-Matisia oblongifolia"
"Mauritia","flexuosa","MAURFL","Arecaceae","L. f.","species","Mauritia flexuosa","Mauritia flexuosa",5294777,"MAURFL-Mauritia flexuosa"
"Mayna","odorata","MAYNOD","Achariaceae","Aubl.","species","Mayna odorata","Mayna odorata",3878638,"MAYNOD-Mayna odorata"
"Melicoccus","novogranatensis","MELCNG","Sapindaceae","Acev.-Rodr.","species","Melicoccus novogranatensis","Melicoccus novogranatensis",3788341,"MELCNG-Melicoccus novogranatensis"
"Meliosma","polyneura","MELIPO","Sabiaceae","A.H. Gentry","species","Meliosma polyneura","Meliosma polyneura",8102908,"MELIPO-Meliosma polyneura"
"Meliosma","vasquezii","MELIVA","Sabiaceae","A.H. Gentry","species","Meliosma vasquezii","Meliosma vasquezii",3838328,"MELIVA-Meliosma vasquezii"
"Memora","cladotricha","MEMOCL","Bignoniaceae","Sandwith","species","Memora cladotricha","Adenocalymma cladotrichum",7452137,"MEMOCL-Memora cladotricha"
"Mezilaurus","triunca","MEZITR","Lauraceae","van der Werff","species","Mezilaurus triunca","Mezilaurus triunca",4181903,"MEZITR-Mezilaurus triunca"
"Miconia","abbreviata","MICOAB","Melastomataceae","Markgr.","species","Miconia abbreviata","Miconia abbreviata",3861245,"MICOAB-Miconia abbreviata"
"Miconia","acutipetala","MICOAC","Melastomataceae","Sprague","species","Miconia acutipetala","Miconia acutipetala",3861059,"MICOAC-Miconia acutipetala"
"Miconia","ampla","MICOAM","Melastomataceae","Triana","species","Miconia ampla","Miconia ampla",3860460,"MICOAM-Miconia ampla"
"Miconia","aurea","MICORB","Melastomataceae","(D. Don) Naudin","species","Miconia aurea","Miconia aurea",3859518,"MICORB-Miconia aurea"
"Miconia","aureoides","MICOAU","Melastomataceae","Cogn.","species","Miconia aureoides","Miconia aureoides",3859491,"MICOAU-Miconia aureoides"
"Miconia","bubalina","MICOBU","Melastomataceae","(D. Don) Naudin","species","Miconia bubalina","Miconia bubalina",8776463,"MICOBU-Miconia bubalina"
"Miconia","centrodesma","MICOCE","Melastomataceae","Naudin","species","Miconia centrodesma","Miconia centrodesma",3870706,"MICOCE-Miconia centrodesma"
"Miconia","decurrens","MICODE","Melastomataceae","Cogn.","species","Miconia decurrens","Miconia decurrens",3868105,"MICODE-Miconia decurrens"
"Miconia","egensis","MICOEG","Melastomataceae","Cogn.","species","Miconia egensis","Miconia egensis",3867110,"MICOEG-Miconia egensis"
"Miconia","elata","MICOEL","Melastomataceae","(Sw.) DC.","species","Miconia elata","Miconia elata",3866980,"MICOEL-Miconia elata"
"Miconia","fosteri","MICOFO","Melastomataceae","Wurdack","species","Miconia fosteri","Miconia fosteri",3865941,"MICOFO-Miconia fosteri"
"Miconia","grandifolia","MICOGR","Melastomataceae","Ule","species","Miconia grandifolia","Miconia grandifolia",8345499,"MICOGR-Miconia grandifolia"
"Miconia","klugii","MICOKL","Melastomataceae","H. A. Gleason","species","Miconia klugii","Miconia klugii",3863185,"MICOKL-Miconia klugii"
"Miconia","lamprophylla","MICOLA","Melastomataceae","Triana","species","Miconia lamprophylla","Miconia lamprophylla",3862893,"MICOLA-Miconia lamprophylla"
"Miconia","lateriflora","MICOLT","Melastomataceae","Cogn.","species","Miconia lateriflora","Miconia lateriflora",3862739,"MICOLT-Miconia lateriflora"
"Miconia","lugonis","MICOLU","Melastomataceae","Wurdack","species","Miconia lugonis","Miconia lugonis",3861930,"MICOLU-Miconia lugonis"
"Miconia","matthaei","MICOMA","Melastomataceae","Naudin","species","Miconia matthaei","Miconia matthaei",3861216,"MICOMA-Miconia matthaei"
"Miconia","multispicata","MICOMU","Melastomataceae","Naudin","species","Miconia multispicata","Miconia multispicata",3860116,"MICOMU-Miconia multispicata"
"Miconia","napoana","MICONA","Melastomataceae","Wurdack","species","Miconia napoana","Miconia napoana",3859967,"MICONA-Miconia napoana"
"Miconia","nervosa","MICONV","Melastomataceae","(Sm.) Triana","species","Miconia nervosa","Miconia nervosa",3859839,"MICONV-Miconia nervosa"
"Miconia","pilgeriana","MICOPI","Melastomataceae","Ule","species","Miconia pilgeriana","Miconia dolichorrhyncha",3867377,"MICOPI-Miconia pilgeriana"
"Miconia","poeppigii","MICOPO","Melastomataceae","Triana","species","Miconia poeppigii","Miconia poeppigii",3871048,"MICOPO-Miconia poeppigii"
"Miconia","prasina","MICOPR","Melastomataceae","(Sw.) DC.","species","Miconia prasina","Miconia prasina",3188562,"MICOPR-Miconia prasina"
"Miconia","pterocaulon","MICOPT","Melastomataceae","Triana","species","Miconia pterocaulon","Miconia pterocaulon",3870290,"MICOPT-Miconia pterocaulon"
"Miconia","rugosa","MICORU","Melastomataceae","Triana","species","Miconia rugosa","Miconia rugosa",3868166,"MICORU-Miconia rugosa"
"Miconia","schunkei","MICOSC","Melastomataceae","Wurdack","species","Miconia schunkei","Miconia schunkei",3867489,"MICOSC-Miconia schunkei"
"Miconia","smaragdina","MICOSM","Melastomataceae","Naudin","species","Miconia smaragdina","Miconia smaragdina",3866671,"MICOSM-Miconia smaragdina"
"Miconia","tomentosa","MICOTO","Melastomataceae","(Rich.) D. Don ex DC.","species","Miconia tomentosa","Miconia tomentosa",8335424,"MICOTO-Miconia tomentosa"
"Miconia","trinervia","MICOTN","Melastomataceae","(Sw.) D. Don ex Loudon","species","Miconia trinervia","Miconia trinervia",3863803,"MICOTN-Miconia trinervia"
"Miconia","triplinervis","MICOTR","Melastomataceae","Ruiz & Pav.","species","Miconia triplinervis","Miconia triplinervis",3863767,"MICOTR-Miconia triplinervis"
"Miconia","zubenetana","MICOZU","Melastomataceae","J.F. Macbr.","species","Miconia zubenetana","Miconia zubenetana",3862625,"MICOZU-Miconia zubenetana"
"Micropholis","brochidodroma","MICRBR","Sapotaceae","T.D. Penn.","species","Micropholis brochidodroma","Micropholis brochidodroma",5333921,"MICRBR-Micropholis brochidodroma"
"Micropholis","egensis","MICREG","Sapotaceae","(A. DC.) Pierre","species","Micropholis egensis","Micropholis egensis",5333916,"MICREG-Micropholis egensis"
"Micropholis","guyanensis","MICRDU","Sapotaceae","(A.DC.) Pierre","species","Micropholis guyanensis","Micropholis guyanensis",5333948,"MICRDU-Micropholis guyanensis"
"Micropholis","venulosa","MICRVE","Sapotaceae","(Mart. & Eichler) Pierre","species","Micropholis venulosa","Micropholis venulosa",5333937,"MICRVE-Micropholis venulosa"
"Minquartia","guianensis","MINQGU","Olacaceae","Aubl.","species","Minquartia guianensis","Minquartia guianensis",3686157,"MINQGU-Minquartia guianensis"
"Mollia","gracilis","MOLIGR","Malvaceae","Spruce ex Benth.","species","Mollia gracilis","Mollia gracilis",5705981,"MOLIGR-Mollia gracilis"
"Mollinedia","killipii","MOLLKI","Monimiaceae","J.F. Macbr.","species","Mollinedia killipii","Mollinedia killipii",3782326,"MOLLKI-Mollinedia killipii"
"Mollinedia","tomentosa","MOLLTO","Monimiaceae","(Benth.) Tul.","species","Mollinedia tomentosa","Mollinedia tomentosa",3783010,"MOLLTO-Mollinedia tomentosa"
"Mollinedia","tridentata","MOLLTR","Monimiaceae","Schonfelder","species","Mollinedia tridentata","Mollinedia tridentata",8031348,"MOLLTR-Mollinedia tridentata"
"Mouriri","acutiflora","MOURAC","Melastomataceae","Naudin","species","Mouriri acutiflora","Mouriri acutiflora",3871067,"MOURAC-Mouriri acutiflora"
"Mouriri","grandiflora","MOURGR","Melastomataceae","DC.","species","Mouriri grandiflora","Mouriri grandiflora",3870549,"MOURGR-Mouriri grandiflora"
"Mouriri","myrtilloides","MOURMY","Melastomataceae","(Sw.) Poir.","species","Mouriri myrtilloides","Mouriri myrtilloides",3870233,"MOURMY-Mouriri myrtilloides"
"Myrcia","splendens","MYRCSP","Myrtaceae","(Sw.) DC.","species","Myrcia splendens","Myrcia splendens",3174691,"MYRCSP-Myrcia splendens"
"Myrcia","verticillata","MYRCVE","Myrtaceae","M. L. Kawasaki & B. K. Holst","species","Myrcia verticillata","Myrcia verticillata",6306297,"MYRCVE-Myrcia verticillata"
"Myrciaria","amazonica","MYRRAM","Myrtaceae","O. Berg in Mart.","species","Myrciaria amazonica","Myrciaria floribunda",3186420,"MYRRAM-Myrciaria amazonica"
"Myrciaria","floribunda","MYRRFL","Myrtaceae","(H. West ex Willd.) O. Berg","species","Myrciaria floribunda","Myrciaria floribunda",3186420,"MYRRFL-Myrciaria floribunda"
"Myrciaria","racemosa","PLINCO","Myrtaceae","M.L. Kawas.","species","Myrciaria racemosa","Myrciaria racemosa",7982334,"PLINCO-Myrciaria racemosa"
"Myroxylon","balsamum","MYROBA","Fabaceae","(L.) Harms","species","Myroxylon balsamum","Myroxylon balsamum",5357190,"MYROBA-Myroxylon balsamum"
"Naucleopsis","glabra","NAUCGL","Moraceae","Spruce ex Pittier","species","Naucleopsis glabra","Naucleopsis glabra",3767226,"NAUCGL-Naucleopsis glabra"
"Naucleopsis","krukovii","NAUCKR","Moraceae","(Standl.) C.C. Berg","species","Naucleopsis krukovii","Naucleopsis krukovii",3767133,"NAUCKR-Naucleopsis krukovii"
"Naucleopsis","ulei","NAUCUL","Moraceae","(Warb.) Ducke","species","Naucleopsis ulei","Naucleopsis ulei",7262829,"NAUCUL-Naucleopsis ulei"
"Nectandra","acuminata","NECTAC","Lauraceae","(Nees & C. Mart.) J.F. Macbr.","species","Nectandra acuminata","Nectandra acuminata",5685525,"NECTAC-Nectandra acuminata"
"Nectandra","lineata","NECTLI","Lauraceae","(Kunth) Rohwer","species","Nectandra lineata","Nectandra lineata",5685105,"NECTLI-Nectandra lineata"
"Nectandra","membranacea","NECTME","Lauraceae","(Sw.) Griseb.","species","Nectandra membranacea","Nectandra membranacea",5371736,"NECTME-Nectandra membranacea"
"Nectandra","microcarpa","NECTMI","Lauraceae","Meisn. in A. DC.","species","Nectandra microcarpa","Nectandra microcarpa",5685035,"NECTMI-Nectandra microcarpa"
"Nectandra","oppositifolia","NECTOP","Lauraceae","Nees & Mart.","species","Nectandra oppositifolia","Nectandra oppositifolia",7304727,"NECTOP-Nectandra oppositifolia"
"Nectandra","viburnoides","NECTVI","Lauraceae","Meisn. in A. DC.","species","Nectandra viburnoides","Nectandra viburnoides",5685707,"NECTVI-Nectandra viburnoides"
"Neosprucea","grandiflora","NEOSGR","Salicaceae","(Spruce ex Benth.) Sleumer","species","Neosprucea grandiflora","Neosprucea grandiflora",8586425,"NEOSGR-Neosprucea grandiflora"
"Notopleura","macrophylla","NOTOMA","Rubiaceae","(Ruiz & Pav.) C.M. Taylor","species","Notopleura macrophylla","Notopleura macrophylla",5336711,"NOTOMA-Notopleura macrophylla"
"Ochroma","pyramidale","OCHRPY","Malvaceae","(Cav. ex Lam.) Urb.","species","Ochroma pyramidale","Ochroma pyramidale",3152240,"OCHRPY-Ochroma pyramidale"
"Ocotea","argyrophylla","OCOTAR","Lauraceae","Ducke","species","Ocotea argyrophylla","Ocotea argyrophylla",4177527,"OCOTAR-Ocotea argyrophylla"
"Ocotea","bofo","OCOTBO","Lauraceae","Kunth","species","Ocotea bofo","Ocotea bofo",7359337,"OCOTBO-Ocotea bofo"
"Ocotea","cernua","OCOTCE","Lauraceae","(Nees) Mez","species","Ocotea cernua","Ocotea leptobotra",4179703,"OCOTCE-Ocotea cernua"
"Ocotea","cujumary","OCOTCH","Lauraceae","Mart.","species","Ocotea cujumary","Ocotea cujumary",4183240,"OCOTCH-Ocotea cujumary"
"Ocotea","floribunda","OCOTFL","Lauraceae","(Sw.) Mez","species","Ocotea floribunda","Ocotea floribunda",3034082,"OCOTFL-Ocotea floribunda"
"Ocotea","javitensis","OCOTJA","Lauraceae","(Kunth) Pittier","species","Ocotea javitensis","Ocotea javitensis",7424176,"OCOTJA-Ocotea javitensis"
"Ocotea","leucoxylon","OCOTLE","Lauraceae","(Sw.) Laness.","species","Ocotea leucoxylon","Ocotea leucoxylon",7586130,"OCOTLE-Ocotea leucoxylon"
"Ocotea","longifolia","OCOTLO","Lauraceae","Kunth","species","Ocotea longifolia","Mespilodaphne opifera",4183107,"OCOTLO-Ocotea longifolia"
"Ocotea","oblonga","OCOTOB","Lauraceae","(Meisn.) Mez","species","Ocotea oblonga","Ocotea oblonga",7304263,"OCOTOB-Ocotea oblonga"
"Ocotea","quixos","OCOTQU","Lauraceae","(Lam.) Kosterm.","species","Ocotea quixos","Mespilodaphne quixos",11020082,"OCOTQU-Ocotea quixos"
"Ocotea","scalariformis","OCOTSC","Lauraceae","van der Werff","species","Ocotea scalariformis","Ocotea scalariformis",4182908,"OCOTSC-Ocotea scalariformis"
"Ocotea","ucayalensis","OCOTUC","Lauraceae","O. Schmidt","species","Ocotea ucayalensis","Ocotea ucayalensis",4181367,"OCOTUC-Ocotea ucayalensis"
"Oenocarpus","bataua","OENOBA","Arecaceae","Mart.","species","Oenocarpus bataua","Oenocarpus bataua",2735462,"OENOBA-Oenocarpus bataua"
"Oenocarpus","mapora","OENOMA","Arecaceae","H. Karst.","species","Oenocarpus mapora","Oenocarpus mapora",2735446,"OENOMA-Oenocarpus mapora"
"Ophiocaryon","heterophyllum","OPHIHE","Sabiaceae","(Benth.) Urb.","species","Ophiocaryon heterophyllum","Ophiocaryon heterophyllum",3838457,"OPHIHE-Ophiocaryon heterophyllum"
"Ormosia","amazonica","ORMOAM","Fabaceae","Ducke","species","Ormosia amazonica","Ormosia amazonica",5355607,"ORMOAM-Ormosia amazonica"
"Ormosia","elata","ORMOEL","Fabaceae","Rudd","species","Ormosia elata","Ormosia elata",5355515,"ORMOEL-Ormosia elata"
"Ormosia","paraensis","ORMOPA","Fabaceae","Ducke","species","Ormosia paraensis","Ormosia paraensis",5355583,"ORMOPA-Ormosia paraensis"
"Ossaea","boliviensis","OSSABO","Melastomataceae","(Cogn.) Gleason","species","Ossaea boliviensis","Miconia violascens",10759109,"OSSABO-Ossaea boliviensis"
"Ossaea","cucullata","OSSACU","Melastomataceae","Gleason","species","Ossaea cucullata","Miconia cucullata",10798744,"OSSACU-Ossaea cucullata"
"Otoba","glycycarpa","OTOBGL","Myristicaceae","(Ducke) W.A. Rodrigues & T.S. Jaramillo","species","Otoba glycycarpa","Otoba glycycarpa",3743774,"OTOBGL-Otoba glycycarpa"
"Oxandra","mediocris","OXANME","Annonaceae","Diels","species","Oxandra mediocris","Oxandra mediocris",3154783,"OXANME-Oxandra mediocris"
"Oxandra","riedeliana","OXANRI","Annonaceae","R.E. Fr.","species","Oxandra riedeliana","Oxandra riedeliana",3154743,"OXANRI-Oxandra riedeliana"
"Pachira","insignis","PACHIN","Malvaceae","(Sw.) Sw. ex Savigny","species","Pachira insignis","Pachira insignis",3152236,"PACHIN-Pachira insignis"
"Pachira","punga-schunkei","PACHPU","Malvaceae","Fern. Alonso","species","Pachira punga-schunkei","Pachira punga-schunkei",4073636,"PACHPU-Pachira punga-schunkei"
"Palicourea","grandiflora","PALIGR","Rubiaceae","(Kunth) Standl.","species","Palicourea grandiflora","Palicourea grandiflora",2898941,"PALIGR-Palicourea grandiflora"
"Palicourea","guianensis","PALIGU","Rubiaceae","Aubl.","species","Palicourea guianensis","Palicourea guianensis",2898772,"PALIGU-Palicourea guianensis"
"Palicourea","lasiantha","PALILA","Rubiaceae","K. Krause","species","Palicourea lasiantha","Palicourea lasiantha",2898948,"PALILA-Palicourea lasiantha"
"Palicourea","nigricans","PALINI","Rubiaceae","Krause","species","Palicourea nigricans","Palicourea nigricans",2898690,"PALINI-Palicourea nigricans"
"Palicourea","subspicata","PALISB","Rubiaceae","Huber","species","Palicourea subspicata","Palicourea subspicata",2898806,"PALISB-Palicourea subspicata"
"Paradrypetes","subintegrifolia","PARASU","Rhizophoraceae","G.A. Levin","species","Paradrypetes subintegrifolia","Paradrypetes subintegrifolia",3917295,"PARASU-Paradrypetes subintegrifolia"
"Parinari","klugii","PARIKL","Chrysobalanaceae","Prance","species","Parinari klugii","Parinari klugii",2984967,"PARIKL-Parinari klugii"
"Parkia","balslevii","PARKBA","Fabaceae","H.C. Hopkins","species","Parkia balslevii","Parkia balslevii",5348841,"PARKBA-Parkia balslevii"
"Parkia","multijuga","PARKMU","Fabaceae","Benth.","species","Parkia multijuga","Parkia multijuga",5348884,"PARKMU-Parkia multijuga"
"Parkia","nitida","PARKNI","Fabaceae","Miq.","species","Parkia nitida","Parkia nitida",5348833,"PARKNI-Parkia nitida"
"Parkia","velutina","PARKVE","Fabaceae","Benoist","species","Parkia velutina","Parkia velutina",5348846,"PARKVE-Parkia velutina"
"Patinoa","paraensis","PATIPA","Malvaceae","(Huber) Cuatrec.","species","Patinoa paraensis","Patinoa paraensis",4073396,"PATIPA-Patinoa paraensis"
"Paullinia","xestophylla","PAULXE","Sapindaceae","Radlk.","species","Paullinia xestophylla","Paullinia xestophylla",3786877,"PAULXE-Paullinia xestophylla"
"Pausandra","trianae","PAUSTR","Euphorbiaceae","(M ll. Arg.) Baill.","species","Pausandra trianae","Pausandra trianae",3075100,"PAUSTR-Pausandra trianae"
"Pentagonia","amazonica","PENTPA","Rubiaceae","(Ducke) L. Andersson & Rova","species","Pentagonia amazonica","Pentagonia amazonica",5334738,"PENTPA-Pentagonia amazonica"
"Pentagonia","spathicalyx","PENTWU","Rubiaceae","K. Schum","species","Pentagonia spathicalyx","Pentagonia spathicalyx",5334752,"PENTWU-Pentagonia spathicalyx"
"Pentaplaris","huaoranica","PENPHU","Malvaceae","Dorr & C. Bayer","species","Pentaplaris huaoranica","Pentaplaris huaoranica",4073338,"PENPHU-Pentaplaris huaoranica"
"Pera","bicolor","PERABI","Euphorbiaceae","(Klotzsch) M ll. Arg.","species","Pera bicolor","Pera bicolor",5614965,"PERABI-Pera bicolor"
"Perebea","angustifolia","PEREAN","Moraceae","(Poepp. & Endl.) C.C. Berg","species","Perebea angustifolia","Perebea angustifolia",3765858,"PEREAN-Perebea angustifolia"
"Perebea","guianensis","PEREGU","Moraceae","Aubl.","species","Perebea guianensis","Perebea guianensis",7262696,"PEREGU-Perebea guianensis"
"Perebea","mollis","PEREMO","Moraceae","(Poepp. & Endl.) Huber","species","Perebea mollis","Perebea mollis",7262684,"PEREMO-Perebea mollis"
